"","X.1","X","cycle","election","bonica.rid","Cand.ID","Name","Party","State","seat","District","cfscore","male.winner","female.margin","female.pctile","prev.elect","democrat","total.votes","professional","pct.female.chamber","gop.gov","house","state.pres.dem","num.cands","won.again","pct.dem.last","female.cand.last","total.dist.last","female.inc","total.raised.candidate","log.total.raised.candidate","individual.money","log.individual.money","pac.money","log.pac.money","party.money","log.party.money","male.money","log.male.money","female.money","log.female.money","share.district.total","district.total","log.district.total","log.total.dist.last"
"811",811,93835,2004,"IL2004","cand60266","IL3392","GARRETT, SUSAN",100,"IL","state:upper","IL-29",-0.596946810388779,0,70.7498335027663,70.7,NA,0,88.673,0.236,0.216666667,0,0,0.5482,2,1,NA,NA,NA,1,139840,11.8482541908894,38800,10.5662012984751,70000,11.1562648066437,0,0,21750,9.98741501247141,13400,9.50308461002023,1,139840,11.8482541908894,NA
"812",812,107490,2006,"IL2006","cand36443","IL7912","BOND, MICHAEL",100,"IL","state:upper","IL-31",-0.895181634172247,1,49.0730247497559,49.1,0,0,59.98,0.236,0.216216216,0,0,0.5482,2,0,NA,NA,NA,0,1092301,13.9037970383306,48536,10.7900816726734,389739,12.8732351291181,648358,13.3821998342719,6618.99,8.79784913835589,16936,9.73725585689112,0.648359899662495,1684714,14.3371063744246,NA
"813",813,93758,2004,"IL2004","cand60947","IL4994","ALTHOFF, PAMELA J",200,"IL","state:upper","IL-32",0.0715352508788907,0,62.1750793457031,62.2,NA,1,99.794,0.236,0.216666667,0,0,0.5482,2,1,NA,NA,NA,1,170928,12.0489976941857,14050,9.55044884660634,152625,11.9357457633981,0,0,13800,9.53249633228804,-25050,0,1,170928,12.0489976941857,NA
"814",814,107311,2006,"IL2006","cand60961","IL7913","KOTOWSKI, DAN",100,"IL","state:upper","IL-33",-0.835007453958704,1,48.7454490661621,48.7,0,0,57.152,0.236,0.216216216,0,0,0.5482,2,1,NA,NA,NA,1,912483,13.7239247341283,97991,11.4926411216675,497098,13.1165444804131,152275,11.9334499427493,89947.53,11.4069928968327,11093,9.31415970061518,0.825656918455246,1105160,13.9155006788321,NA
"815",815,51226,1996,"IL1996","cand60103","IL1520","SYVERSON, DAVE",200,"IL","state:upper","IL-34",0.258930619733305,1,37.9068145751953,37.9,NA,1,73.037,0.236,0.233766234,1,0,0.5432,2,1,NA,NA,NA,0,319250,12.6737297738948,50625,10.8322205573002,235275,12.3685145720633,15420,9.64348549585766,48325,10.7857249970854,2300,7.74109909003537,1,319250,12.6737297738948,NA
"816",816,81615,2002,"IL2002","cand60918","IL4965","JOYCE, KEVIN",100,"IL","state:lower","IL-35",-0.636571439976608,1,36.9540596008301,37,NA,0,37.985,0.236,0.277511962,1,1,0.546,2,1,66.5892562866211,1,358476,0,309917,12.6440597986766,47591,10.7704199588677,192431,12.1674981235504,1000,6.90875477931522,40490.94,10.6088582209434,30200,10.3156303153975,1,309917,12.6440597986766,12.7896169911742
"817",817,50988,1996,"IL1996","cand60251","IL2480","BROSNAHAN, JIM",100,"IL","state:lower","IL-36",-0.663103382238449,1,43.8845520019531,43.9,NA,0,35.999,0.236,0.242424242,1,1,0.5432,2,1,NA,NA,NA,1,267203,12.4957639481265,7560,8.93075873555827,110385,11.6117385931897,132391,11.7935224976988,6579,8.79179002431936,770,6.64768837356333,0.608700307308194,438973,12.992193186749,NA
"818",818,59174,1998,"IL1998","cand60252","IL2481","MCCARTHY, KEVIN A",100,"IL","state:lower","IL-37",-0.666857597403534,1,44.6607322692871,44.7,NA,0,34.368,0.236,0.26984127,1,1,0.5432,2,1,51.1006393432617,0,574232,0,332464,12.7142868625397,6300,8.74846362994206,120740,11.7014030345755,198208,12.1970773085252,4450,8.40088406901585,1350,7.2086003379602,0.550402458123496,604038,13.3113923888452,13.2607887748272
"819",819,59166,1998,"IL1998","cand60257","IL3092","KOSEL, RENEE",200,"IL","state:lower","IL-38",0.104166536892092,0,62.0778274536133,62.1,NA,1,38.136,0.236,0.26984127,1,1,0.5432,2,1,49.0206718444824,1,667362,1,376478,12.8386148915799,21943,9.99624903261744,142841,11.8694944032906,116698,11.6673532492576,19230,9.86427883931085,1812.5,7.50301395872296,0.510258627466394,737818,13.5114524607026,13.4110879063095
"820",820,118690,2008,"IL2008","cand60897","IL4943","BERRIOS, MARIA ANTONIA (TONI)",100,"IL","state:lower","IL-39",-0.798082890864443,0,79.1584457557975,79.2,NA,0,24.835,0.236,0.308988764,0,1,0.6183,2,1,100,1,208733,1,156465,11.9605876217782,15550,9.65188022422134,73248,11.201619874909,7339,8.90109412160856,12750,9.45336497888354,2800,7.93773177526011,0.813176932831632,192412,12.1673941853312,12.2488112022712
"821",821,51060,1996,"IL1996","cand60247","IL2475","HALVORSON, DEBBIE DEFRANCESCO",100,"IL","state:upper","IL-40",-0.622689205845626,0,55.6285514831543,55.6,NA,0,73.367,0.236,0.233766234,1,0,0.5432,2,1,NA,NA,NA,0,350046,12.765819853401,32080,10.3760192335644,209370,12.2518630769014,91168,11.4204702059984,23713,10.073820870018,5212,8.55891078476811,0.705745017590903,495995,13.1143211250111,NA
"822",822,81503,2002,"IL2002","cand60245","IL2472","RADOGNO, CHRISTINE",200,"IL","state:upper","IL-41",0.0196547628834898,0,72.3162536621094,72.3,NA,1,73.498,0.236,0.168539326,1,0,0.546,2,1,NA,NA,NA,0,166100,12.0203452956014,13255,9.4922055591064,109585,11.6044649081107,0,0,9305,9.13841463240459,-1366,0,1,166100,12.0203452956014,NA
"823",823,59251,1998,"IL1998","cand60227","IL20415","WALSH, LAWRENCE M (LARRY)",100,"IL","state:upper","IL-43",-0.601365643063219,1,36.1464805603027,36.1,NA,0,53.25,0.236,0.294871795,1,0,0.5432,2,1,NA,NA,NA,0,216763,12.2865598697762,15185,9.62812922977318,150165,11.9194966278409,0,0,10900,9.29660980712836,730,6.59441345974978,1,216763,12.2865598697762,NA
"824",824,93782,2004,"IL2004","cand60909","IL4955","MUNSON, RUTH",200,"IL","state:lower","IL-43",0.282060010191237,0,50.7744636535645,50.8,1,1,24.985,0.236,0.283950617,0,1,0.5482,2,1,41.2229156494141,0,271321,1,360629,12.7956050080374,31280,10.3507661634577,186211,12.1346410885799,81394,11.3070691250426,28125,10.2444496944302,7556.5,8.93029572665361,0.823289972924476,438034,12.9900518119167,12.511057900738
"825",825,118701,2008,"IL2008","cand60978","IL9250","FARNHAM, KEITH",100,"IL","state:lower","IL-43",-0.83191343678801,1,49.4278717942029,49.4,0,0,26.595,0.236,0.308988764,0,1,0.6183,2,1,46.4792213439941,1,438034,1,669761,13.4146762113108,31520,10.3584092693569,262894,12.4795099918989,294808,12.5940829680036,25270,10.137412772215,6250,8.74049672993181,0.597524473790094,1120893,13.929636247008,12.9900518119167
"826",826,118699,2008,"IL2008","cand60957","IL7905","CRESPO, FRED",100,"IL","state:lower","IL-44",-0.732102684376938,1,31.6649843533513,31.7,NA,0,32.667,0.236,0.308988764,0,1,0.6183,2,1,52.3259963989258,0,709650,0,575711,13.2633610776552,26820,10.1969404417483,240440,12.3902300161862,244022,12.405017762128,25870,10.1608779292455,750,6.62140565176413,0.548317078745857,1049960,13.86426262617,13.4725271697274
"827",827,51125,1996,"IL1996","cand60166","IL16529","LYONS, EILEEN",200,"IL","state:lower","IL-47",0.0963982083095854,0,51.7273750305176,51.7,0,1,39.424,0.236,0.242424242,1,1,0.5432,2,1,NA,NA,NA,1,138549,11.8389793326541,6760,8.81892608709068,65629,11.0917881874678,60885,11.0167585422129,4720,8.45977592054629,1480,7.3004728142678,0.940514011078527,147312,11.9003080655276,NA
"828",828,81667,2002,"IL2002","cand50356","IL4957","SULLIVAN, JOHN",100,"IL","state:upper","IL-47",-0.753192411230231,1,48.4734497070312,48.5,0,0,78.412,0.236,0.168539326,1,0,0.546,2,1,NA,NA,NA,0,966481,13.7814169188755,34115,10.437521761439,241352,12.3940158710922,621100,13.3392489885928,30725,10.3328644806906,1765,7.47647238116391,0.515121910140506,1876218,14.4447686064879,NA
"829",829,81397,2002,"IL2002","cand60267","IL3393","BELLOCK, PATRICIA",200,"IL","state:lower","IL-47",0.348018909845978,0,70.9826153176352,71,NA,1,32.098,0.236,0.277511962,1,1,0.546,2,1,42.6562652587891,1,145266,0,112656,11.6320942067589,49311,10.8059227381198,50970,10.8390121225256,750,6.62140565176413,41811,10.6409386586526,-5741.22,0,1,112656,11.6320942067589,11.8863218235529
"830",830,51261,1996,"IL1996","cand59926","IL139287","ZICKUS, ANNE",200,"IL","state:lower","IL-48",0.0929820946302405,0,65.5357208251953,65.5,NA,1,34.337,0.236,0.242424242,1,1,0.5432,2,1,NA,NA,NA,1,188484,12.146768401631,10650,9.27340906344317,84503,11.344554149503,78018,11.2647076657522,8990,9.10397935598477,835,6.7286286130847,0.581310140636565,324240,12.6892392613022,NA
"831",831,59193,1998,"IL1998","cand59926","IL139287","ZICKUS, ANNE",200,"IL","state:lower","IL-48",0.0929820946302405,0,56.9478149414062,56.9,NA,1,27.613,0.236,0.26984127,1,1,0.5432,2,1,34.4642791748047,1,163558,1,164234,12.009047519121,10861,9.29302573859479,119696,11.6927188285753,10886,9.29532469588118,10071,9.21751457572418,790,6.67329796776765,0.966639592235524,169902,12.0429770792211,12.0049229464752
"832",832,107368,2006,"IL2006","cand60929","IL4976","DEMUZIO, DEANNA",100,"IL","state:upper","IL-49",-0.689896537164828,0,59.7185287475586,59.7,NA,0,72.547,0.236,0.216216216,0,0,0.5482,2,0,100,0,683969,1,1874465,14.443833843338,22917,10.0396779069864,601324,13.3068908327474,1211127,14.0070627147201,17263.69,9.75641865426179,653,6.4831073514572,0.646117483552048,2901121,14.880607771989,13.4356678739402
"833",833,118713,2008,"IL2008","cand60275","IL3402","SCHMITZ, TIMOTHY L",200,"IL","state:lower","IL-49",0.11460811646886,1,42.880558013916,42.9,NA,1,65.279,0.236,0.308988764,0,1,0.6183,2,1,0,0,162159,0,214904,12.2779466957659,7835,8.96648377906443,184590,12.1258978457995,8888,9.09256983624167,7635,8.94062918484564,200,5.30330490805908,0.87180028072339,246506,12.4151416129394,11.996332614358
"834",834,59143,1998,"IL1998","cand60243","IL2463","BOMKE, LARRY K",200,"IL","state:upper","IL-50",0.157598342284366,1,27.9124145507812,27.9,NA,1,80.835,0.236,0.294871795,1,0,0.5432,2,1,NA,NA,NA,0,402181,12.9046575150258,137895,11.8342550568342,203516,12.2235048184592,18501,9.82563411333126,108682.76,11.5961976599238,16377.25,9.70370951409268,0.681669644098076,589994,13.2878676463387,NA
"835",835,81572,2002,"IL2002","cand60895","IL4941","SULLIVAN JR, ED",200,"IL","state:lower","IL-51",-0.0617887968358836,1,34.278292302006,34.3,NA,1,31.571,0.236,0.277511962,1,1,0.546,2,1,0,0,114155,0,109156,11.6005333306917,8440,9.04085606398372,65328,11.0871913208142,0,0,26610,10.1890799431228,-3170,0,0.750274936764544,145488,11.8878488879657,11.6453124530136
"836",836,93852,2004,"IL2004","cand60895","IL4941","SULLIVAN JR, ED",200,"IL","state:lower","IL-51",-0.0617887968358836,1,41.3059158325195,41.3,NA,1,48.533,0.236,0.283950617,0,1,0.5482,2,1,34.2782936096191,1,137573,0,108592,11.5953530189435,12475,9.43156207772769,77017,11.2517944397505,3982,8.28979058318164,5315,8.57847641983314,3810,8.24564690087386,0.477629796442583,227356,12.334272349932,11.8319099642973
"837",837,107421,2006,"IL2006","cand60895","IL4941","SULLIVAN JR, ED",200,"IL","state:lower","IL-51",-0.0617887968358836,1,42.0308456420898,42,NA,1,35.079,0.236,0.304878049,0,1,0.5482,2,1,41.3059158325195,1,145488,0,117371,11.6730951371226,11650,9.36314729221994,94099,11.4521133255735,657,6.48920493132532,6850,8.8321499060029,1800,7.49609734517596,0.802937534632671,146177,11.8925734951805,11.8878488879657
"838",838,118720,2008,"IL2008","cand60895","IL4941","SULLIVAN JR, ED",200,"IL","state:lower","IL-51",-0.0617887968358836,1,41.1657333374023,41.2,NA,1,53.134,0.236,0.308988764,0,1,0.6183,2,1,42.0308456420898,1,227356,0,129611,11.7722929358417,7586,8.93419153533807,106463,11.5755621788182,0,0,6700,8.81001204797317,2200,7.69666708152646,0.960907149847276,134884,11.8121704287865,12.334272349932
"839",839,51248,1996,"IL1996","cand60230","IL20518","WEAVER, STANLEY B",200,"IL","state:upper","IL-52",-0.115814684652815,1,41.8513679504395,41.9,NA,1,70.564,0.236,0.233766234,1,0,0.5432,2,1,NA,NA,NA,0,33851,10.4297238200016,850,6.74641212857337,27481,10.2212865238917,0,0,1350,7.2086003379602,0,0,1,33851,10.4297238200016,NA
"840",840,107502,2006,"IL2006","cand60274","IL3401","FRERICHS, MICHAEL W",100,"IL","state:upper","IL-52",-0.713331431013622,1,49.4958695558082,49.5,0,0,55.65,0.236,0.216216216,0,0,0.5482,2,1,49.4622535705566,0,1514535,0,413664,12.9328093290837,49605,10.8118670731389,286164,12.5643238465228,23497,10.0646705901275,34714,10.4549271491874,9576,9.16711966952162,0.947816304225791,436439,12.9864038965007,14.2306190191197
"841",841,118725,2008,"IL2008","cand60271","IL3398","MATHIAS, SIDNEY H",200,"IL","state:lower","IL-53",0.0644559576039023,1,46.0363609091415,46,NA,1,45.983,0.236,0.308988764,0,1,0.6183,2,1,39.8292846679688,0,178231,0,77429,11.2571166664065,4850,8.48694014824522,55293,10.9204196825281,8078,8.99702338147971,4850,8.48694014824522,0,0,0.904459863564153,85608,11.3575340157068,12.0908357407299
"842",842,51158,1996,"IL1996","cand60135","IL1555","MULLIGAN, ROSEMARY",200,"IL","state:lower","IL-55",-0.140656154814584,0,56.6271896362305,56.6,NA,1,33.521,0.236,0.242424242,1,1,0.5432,2,1,NA,NA,NA,1,160421,11.9855568885382,42262,10.6516672777654,95847,11.4705188823197,5500,8.61268517287546,33287,10.4129522506628,7625,8.93931874041751,0.877015258286545,182917,12.1167877770252,NA
"843",843,59177,1998,"IL1998","cand60135","IL1555","MULLIGAN, ROSEMARY",200,"IL","state:lower","IL-55",-0.140656154814584,0,59.0142402648926,59,NA,1,24.367,0.236,0.26984127,1,1,0.5432,2,1,43.3728103637695,1,154673,1,298249,12.6056839870627,39959,10.5956342327625,140289,11.8514669877128,43177,10.6730863852564,22908.55,10.0393091331769,10175,9.2277872855799,0.62145306945712,479922,13.0813788696795,11.9490684899778
"844",844,93796,2004,"IL2004","cand60254","IL2484","NEKRITZ, ELAINE",100,"IL","state:lower","IL-57",-0.722973377397627,0,68.8184661865234,68.8,NA,0,33.228,0.236,0.283950617,0,1,0.5482,2,1,54.7911109924316,1,601302,1,174914,12.0720497035436,56800,10.9473092101881,95155,11.4632729290652,600,6.39859493453521,47625,10.7711341095839,9175,9.12434665880921,1,174914,12.0720497035436,13.3068525831489
"845",845,118732,2008,"IL2008","cand60254","IL2484","NEKRITZ, ELAINE",100,"IL","state:lower","IL-57",-0.722973377397627,0,67.8814849853516,67.9,NA,0,33.009,0.236,0.308988764,0,1,0.6183,2,1,100,1,174914,1,213481,12.2713031147165,42370,10.654219444947,128459,11.7633728508118,10732,9.28107838648152,33559.69,10.4211107205605,8810,9.08375621986673,1,213481,12.2713031147165,12.0720497035436
"846",846,51123,1996,"IL1996","cand60094","IL1509","LUECHTEFELD, DAVID",200,"IL","state:upper","IL-58",0.206240782000658,1,49.9218482971191,49.9,0,1,81.251,0.236,0.233766234,1,0,0.5432,2,1,NA,NA,NA,0,874607,13.6815299215877,25976,10.1649668101159,145170,11.8856676369073,591190,13.2898944252256,23351,10.058437912534,925,6.83087423464618,0.609547220017187,1434847,14.1765687812825,NA
"847",847,51196,1996,"IL1996","cand60146","IL1564","SCHOENBERG, JEFFREY M",100,"IL","state:lower","IL-58",-0.782671017518966,1,40.6120567321777,40.6,NA,0,47.087,0.236,0.242424242,1,1,0.5432,2,1,NA,NA,NA,0,260289,12.4695478311577,90120,11.4089084908006,120929,11.7029671447793,39845,10.5927773027688,69320,11.1465031695766,19500,9.87822102528824,0.727080493418847,357992,12.7882659187644,NA
"848",848,59168,1998,"IL1998","cand60094","IL1509","LUECHTEFELD, DAVID",200,"IL","state:upper","IL-58",0.206240782000658,1,45.4705467224121,45.5,NA,1,71.013,0.236,0.294871795,1,0,0.5432,2,1,NA,NA,NA,0,527764,13.1764044930707,17039,9.74331880038331,160283,11.9847025207651,181783,12.1105744480516,16081.12,9.68546337483874,958,6.86589107488344,0.853663823083169,618234,13.3346223055502,NA
"849",849,81474,2002,"IL2002","cand60890","IL4936","MAY, KAREN",100,"IL","state:lower","IL-58",-0.835319291834604,0,61.8253479003906,61.8,NA,0,39.576,0.236,0.277511962,1,1,0.546,2,1,100,0,172076,0,125944,11.7435926426945,16025,9.68196768233802,61122,11.0206435064055,14783,9.60130079388147,10325,9.24242026543959,5700,8.64839687703158,0.970262857847216,129804,11.7737808994183,12.0556915186691
"850",850,93920,2004,"IL2004","cand60890","IL4936","MAY, KAREN",100,"IL","state:lower","IL-58",-0.835319291834604,0,65.759633416762,65.8,NA,0,54.059,0.236,0.283950617,0,1,0.5482,2,1,61.8253479003906,1,207133,1,184136,12.1234298940035,28849,10.2698652719362,91634,11.425568573752,3800,8.24301946898925,18144,9.80615031964717,10705,9.27855961095333,0.831096146381534,221558,12.3084396852061,12.2411163780023
"851",851,107428,2006,"IL2006","cand60890","IL4936","MAY, KAREN",100,"IL","state:lower","IL-58",-0.835319291834604,0,69.3267135620117,69.3,NA,0,42.493,0.236,0.304878049,0,1,0.5482,2,1,65.759635925293,1,129804,1,120241,11.6972533410922,20860,9.94563666604429,63992,11.0665289813599,1000,6.90875477931522,14265,9.56563436283798,6595,8.79421868367949,0.759980027304445,158216,11.9717164670019,11.7737808994183
"852",852,118734,2008,"IL2008","cand60890","IL4936","MAY, KAREN",100,"IL","state:lower","IL-58",-0.835319291834604,0,68.0176404574898,68,NA,0,54.874,0.236,0.308988764,0,1,0.6183,2,1,69.3267135620117,1,221558,1,276479,12.5298901476931,28105,10.2437383556607,67952,11.1265715687151,144259,11.8793725060577,20525,9.92944765420566,7380,8.90666440977005,0.493160336551754,560627,13.2368110792359,12.3084396852061
"853",853,59321,1998,"IL1998","cand60266","IL3392","GARRETT, SUSAN",100,"IL","state:lower","IL-59",-0.596946810388779,0,54.0902900695801,54.1,NA,0,19.094,0.236,0.26984127,1,1,0.5432,2,1,0,1,131209,0,182876,12.1165636065235,88238,11.3878043211342,57241,10.955043173661,33394,10.4161614671597,57759.02,10.964052119827,23378.77,10.0596263975097,0.486708894448289,375740,12.8366526938213,11.7845467507004
"854",854,81663,2002,"IL2002","cand60902","IL4948","RYG, KATHLEEN A",100,"IL","state:lower","IL-59",-0.748630579613154,0,50.206729888916,50.2,0,0,25.879,0.236,0.277511962,1,1,0.546,2,1,64.4029769897461,1,375740,0,403206,12.907202876581,29498,10.2921116434483,166478,12.0226244543219,152712,11.9363156218332,22350.36,10.0146424483023,6647.74,8.80218264201328,0.742664638122147,542918,13.2047135746211,12.8366526938213
"855",855,93751,2004,"IL2004","cand60902","IL4948","RYG, KATHLEEN A",100,"IL","state:lower","IL-59",-0.748630579613154,0,59.9238967895508,59.9,NA,0,40.735,0.236,0.283950617,0,1,0.5482,2,1,50.206729888916,1,460522,1,62990,11.050731262616,4820,8.48073665440562,33875,10.4304620780415,225,5.42053499927229,4120,8.32385113133882,700,6.55250788703459,1,62990,11.050731262616,13.0401159076949
"856",856,59351,1998,"IL1998","cand60140","IL15595","JONES, SHIRLEY M",100,"IL","state:lower","IL-6",-0.555907439952434,0,85.1555914357493,85.2,NA,0,22.527,0.236,0.26984127,1,1,0.5432,2,1,90.0775299072266,1,72127,1,82295,11.3180656314782,2850,7.95542508891267,61010,11.0188094547672,0,0,840,6.73459165997295,680,6.52356230614951,1,82295,11.3180656314782,11.186183733062
"857",857,51051,1996,"IL1996","cand36441","IL14191","GASH, LAUREN BETH",100,"IL","state:lower","IL-60",-1.23221837850063,0,60.0220031738281,60,NA,0,39.997,0.236,0.242424242,1,1,0.5432,2,1,NA,NA,NA,1,86277,11.365318329384,13300,9.4955944993533,58853,10.9828150797924,12186,9.4081250888235,7750,8.95557714628151,4450,8.40088406901585,1,86277,11.365318329384,NA
"858",858,118747,2008,"IL2008","cand60942","IL4989","OSMOND, JOANN D",200,"IL","state:lower","IL-61",0.129994002367112,0,52.2475395202637,52.2,0,1,50.077,0.236,0.308988764,0,1,0.6183,2,1,0,1,129045,1,177006,12.0839389092865,6035,8.70549681988774,132300,11.7928349086535,200,5.30330490805908,4950,8.50734485536142,12285,9.41621568172387,1,177006,12.0839389092865,11.7679164597236
"859",859,81562,2002,"IL2002","cand50417","IL1530","CHURCHILL, ROBERT W",200,"IL","state:lower","IL-62",0.264687704508415,1,38.7426300048828,38.7,NA,1,26.627,0.236,0.277511962,1,1,0.546,2,1,0,0,80181,0,215160,12.2791372163872,7400,8.90937040519747,74036,11.212320247228,57555,10.9605136658833,7500,8.92279162396964,900,6.80350525760834,0.505049082433137,426018,12.96223687788,11.2920418580569
"860",860,93908,2004,"IL2004","cand60935","IL4982","TRYON, MICHAEL W",200,"IL","state:lower","IL-64",0.0787214233952413,1,36.7253026575191,36.7,NA,1,51.138,0.236,0.283950617,0,1,0.5482,3,1,26.8796863555908,1,127909,0,95505,11.4669338811192,6150,8.72436994920837,68969,11.1414269064253,0,0,8887,9.09245733131947,350,5.86078622346587,1,95505,11.4669338811192,11.7590743525658
"861",861,118753,2008,"IL2008","cand60979","IL9251","WALKER, MARK",100,"IL","state:lower","IL-66",-0.756117356550654,1,47.5306243896484,47.5,0,0,41.468,0.236,0.308988764,0,1,0.6183,2,0,0,1,47713,0,667526,13.4113336198088,26783,10.1955599732892,294711,12.5937538872724,279025,12.5390602464257,8210,9.01322999770879,3200,8.07121853996986,0.587739224760335,1135752,13.942805544571,10.7729591764327
"862",862,81452,2002,"IL2002","cand60954","IL7557","JEFFERSON, CHUCK",100,"IL","state:lower","IL-67",-0.698751027674543,1,42.4785690307617,42.5,NA,0,21.698,0.236,0.277511962,1,1,0.546,2,1,100,0,124774,0,119381,11.6900753383001,6801,8.82497196556714,67778,11.1240076914376,4000,8.29429960885724,4201,8.34331588140495,400,5.99396142730657,1,119381,11.6900753383001,11.7342593798797
"863",863,59192,1998,"IL1998","cand60153","IL1572","WINTERS, DAVID",200,"IL","state:lower","IL-69",0.322192688312915,1,37.1067047119141,37.1,NA,1,29.717,0.236,0.26984127,1,1,0.5432,2,1,38.3916320800781,0,660425,0,110077,11.6089353998888,17957,9.79579097708075,74897,11.2238824668791,0,0,19762,9.89156678164044,470,6.15485809401642,0.89542999381772,122932,11.7193866359507,13.4006388461565
"864",864,51153,1996,"IL1996","cand60133","IL1553","MITCHELL, GERALD L (JERRY)",200,"IL","state:lower","IL-73",0.277801788798806,1,48.7095184326172,48.7,0,1,38.629,0.236,0.242424242,1,1,0.5432,2,1,NA,NA,NA,0,175686,12.0764535897256,34223,10.4406824313222,54328,10.902813433339,80588,11.2971174427542,33148,10.4087678292465,1075,6.98100574072173,0.820836039302351,214033,12.273885487723,NA
"865",865,51166,1996,"IL1996","cand60182","IL17694","OBRIEN, MARY K",100,"IL","state:lower","IL-75",-0.607590774060715,0,52.8200340270996,52.8,NA,0,39.769,0.236,0.242424242,1,1,0.5432,2,1,NA,NA,NA,0,280566,12.5445642703852,13803,9.53271368421789,138172,11.8362618021983,117115,11.6709201756064,6603,8.79543080504002,1150,7.04838640872188,0.632937492668225,443276,13.0019478798586,NA
"866",866,59247,1998,"IL1998","cand60182","IL17694","OBRIEN, MARY K",100,"IL","state:lower","IL-75",-0.607590774060715,0,61.5584106445312,61.6,NA,0,34.317,0.236,0.26984127,1,1,0.5432,2,1,52.8200340270996,1,334359,1,124872,11.7350444916382,5400,8.59433940059289,106021,11.5714018987291,200,5.30330490805908,3250,8.08671792030391,1650,7.40913644392013,1,124872,11.7350444916382,12.7199705450202
"867",867,93853,2004,"IL2004","cand60952","IL4999","GORDON, CAREEN M",100,"IL","state:lower","IL-75",-0.690609303521455,0,51.6783218383789,51.7,0,0,51.629,0.236,0.283950617,0,1,0.5482,2,1,70.7507247924805,1,178498,1,583217,13.2763146087716,5125,8.54208090692402,203300,12.2224429184435,295853,12.5976213683785,4725,8.46083445774685,19,2.99573227355399,0.717168251719703,813222,13.6087594139857,12.0923326756573
"868",868,107447,2006,"IL2006","cand60952","IL4999","GORDON, CAREEN M",100,"IL","state:lower","IL-75",-0.690609303521455,0,66.1788177490234,66.2,NA,0,37.58,0.236,0.304878049,0,1,0.5482,2,1,51.6783218383789,1,1536295,1,209692,12.2533950664246,9014,9.10664513563742,150701,11.9230596559267,14251,9.56465252672573,7624.47,8.93924923892025,800,6.68586094706836,0.781380304887819,268361,12.5000883680076,14.2448842315408
"869",869,118769,2008,"IL2008","cand60952","IL4999","GORDON, CAREEN M",100,"IL","state:lower","IL-75",-0.690609303521455,0,65.0025278092395,65,NA,0,55.384,0.236,0.308988764,0,1,0.6183,2,0,66.1788177490234,1,813222,1,289880,12.5772223232232,12500,9.43356392009056,175743,12.0767836696876,74862,11.2234150554618,9375,9.14590851181679,2875,7.96415571884094,0.429197512585135,675400,13.4230603869336,13.6087594139857
"870",870,107448,2006,"IL2006","cand60129","IL1549","MAUTINO, FRANK J",100,"IL","state:lower","IL-76",-0.439251829464506,1,27.9722241221533,28,NA,0,31.971,0.236,0.304878049,0,1,0.5482,2,1,100,0,232456,0,267125,12.4954719926214,7150,8.8750074860484,239270,12.3853520797579,1300,7.1708884785125,13300,9.4955944993533,0,0,1,267125,12.4954719926214,12.3564562387882
"871",871,107451,2006,"IL2006","cand60930","IL4977","DUGAN, LISA M",100,"IL","state:lower","IL-79",-0.729646735941032,0,66.3624776320466,66.4,NA,0,29.806,0.236,0.304878049,0,1,0.5482,2,1,52.708683013916,1,1037845,1,129175,11.7689233531554,7900,8.97474461272273,104860,11.5603909426059,200,5.30330490805908,6900,8.8394216076206,500,6.21660610108486,1,129175,11.7689233531554,13.8526570059316
"872",872,81438,2002,"IL2002","cand60118","IL1537","GILES, CALVIN L",100,"IL","state:lower","IL-8",-0.682255045519737,1,11.4054456671506,11.4,NA,0,25.312,0.236,0.277511962,1,1,0.546,2,1,100,0,100264,0,182095,12.1122838078978,7400,8.90937040519747,162138,11.9962092710131,0,0,5700,8.64839687703158,1450,7.28000825288419,1,182095,12.1122838078978,11.5155619862914
"873",873,51208,1996,"IL1996","cand60255","IL2487","SCULLY, GEORGE",100,"IL","state:lower","IL-80",-0.689329162143804,1,45.9442977905273,45.9,NA,0,36.085,0.236,0.242424242,1,1,0.5432,2,1,NA,NA,NA,1,254930,12.4487442766519,14550,9.58541499876028,115119,11.6537303415612,80403,11.2948192051733,9450,9.15387583499506,4650,8.4448375292241,0.51074358640448,499135,13.1206318792262,NA
"874",874,118782,2008,"IL2008","cand60257","IL3092","KOSEL, RENEE",200,"IL","state:lower","IL-81",0.104166536892092,0,63.5583534240723,63.6,NA,1,66.424,0.236,0.308988764,0,1,0.6183,2,1,0,1,231864,1,148583,11.9088990036448,9494,9.15852062324639,109381,11.602601621612,500,6.21660610108486,5469,8.60703389541603,750,6.62140565176413,1,148583,11.9088990036448,12.3539062718655
"875",875,81648,2002,"IL2002","cand60922","IL4969","CHAPA-LAVIA, LINDA",100,"IL","state:lower","IL-83",-0.624320902986987,0,54.3796272277832,54.4,NA,0,17.159,0.236,0.277511962,1,1,0.546,2,1,36.4737358093262,0,253292,0,134139,11.8066318547281,11696,9.36708767765071,97909,11.4918039683481,0,0,10971,9.30310185205749,1581,7.3664451483276,1,134139,11.8066318547281,12.442298252388
