StartDate,EndDate,Finished,Status,mil_dummy,dem_dummy,trade_dummy,threat_dummy,threat_text,trade_text,dem_text,mil_text,Q1,Q2,Q18_1,Q18_2,Q18_4,Q18_3,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q18_13,Q18_14,Q18_15,Q18_16,Q18_17,Q18_18,favor_attack,follow_gov,dem_place,rep_place,pid_a,pid_d_strong,pid_r_strong,pid_lean,female,race,employed,educ
6/9/16 21:23,6/9/16 21:27,1,0,1,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,has,1,23,,,,,,,,1,,1,,,,,,,,,5,1,3,6,3,,,2,2,1,8,5
6/9/16 21:19,6/9/16 21:27,1,0,1,1,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is a democracy and shows every sign that it will remain a democracy,has,1,51,,,,,,,,1,,1,,,,,,,,,2,1,3,7,1,1,,,2,3,1,5
6/9/16 21:23,6/9/16 21:27,1,0,1,0,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is not a democracy and shows no sign of becoming a democracy,has,1,45,,,,,,,,1,,1,,,,,,,,,1,1,7,7,2,,1,,1,1,1,5
6/9/16 21:23,6/9/16 21:27,1,0,1,1,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is a democracy and shows every sign that it will remain a democracy,has,1,26,,,,,,,,1,,1,,,,,,,,,4,3,3,6,3,,,2,2,1,1,5
6/9/16 21:24,6/9/16 21:27,1,0,0,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,41,,,,,,,,1,,1,,,,,,,,,2,2,2,7,1,2,,,1,1,1,3
6/9/16 21:23,6/9/16 21:27,1,0,1,0,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is not a democracy and shows no sign of becoming a democracy,has,1,24,,,,,,,,1,,1,,,,,,,,,2,3,5,2,1,2,,,2,1,2,3
6/9/16 21:22,6/9/16 21:27,1,0,1,0,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is not a democracy and shows no sign of becoming a democracy,has,1,45,,,,,,,,1,,1,,,,,,,,,2,1,2,7,1,2,,,1,1,1,3
6/9/16 21:25,6/9/16 21:27,1,0,0,0,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is not a democracy and shows no sign of becoming a democracy,does not have,1,34,,,,,,,,1,,1,,,,,,,,,4,2,4,4,3,,,3,1,1,1,5
6/9/16 21:25,6/9/16 21:27,1,0,1,0,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is not a democracy and shows no sign of becoming a democracy,has,1,33,,,,,,,,1,,1,,,,,,,,,4,1,1,7,2,,2,,1,1,1,6
6/9/16 21:24,6/9/16 21:27,1,0,0,1,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is a democracy and shows every sign that it will remain a democracy,does not have,1,39,,,,,,,,,,,,,,1,,,,,4,1,3,6,2,,2,,1,1,1,3
6/9/16 21:19,6/9/16 21:27,1,0,0,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,57,,,,,,,,1,,1,,,,,,,,,1,2,1,7,3,,,1,2,1,1,2
6/9/16 21:21,6/9/16 21:27,1,0,0,0,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,35,,,,,,,,1,,1,,,,,,,,,2,1,3,7,1,2,,,2,1,1,2
6/9/16 21:25,6/9/16 21:27,1,0,1,1,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is a democracy and shows every sign that it will remain a democracy,has,1,30,,,,,,,,1,,1,,,,,,,,,5,1,1,7,1,1,,,2,1,9,5
6/9/16 21:26,6/9/16 21:27,1,0,1,0,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is not a democracy and shows no sign of becoming a democracy,has,1,23,,,,,,,,1,,1,,,,,,,,,4,3,3,6,2,,2,,1,4,1,5
6/9/16 21:25,6/9/16 21:27,1,0,0,1,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is a democracy and shows every sign that it will remain a democracy,does not have,1,28,,,,,,,,1,,1,,,,,,,,,2,1,1,7,1,1,,,1,1,1,5
6/9/16 21:24,6/9/16 21:27,1,0,1,1,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is a democracy and shows every sign that it will remain a democracy,has,1,26,,,,,,,,1,,1,,,,,,,,,4,3,2,6,2,,2,,1,1,1,2
6/9/16 21:24,6/9/16 21:27,1,0,0,1,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is a democracy and shows every sign that it will remain a democracy,does not have,1,25,,,,,,,,1,,1,,,,,,,,,4,2,3,5,3,,,2,2,1,9,3
6/9/16 21:24,6/9/16 21:27,1,0,0,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,61,,,,,,,,1,,1,,,,,,,,,5,1,1,3,4,,,3,2,1,2,4
6/9/16 21:24,6/9/16 21:27,1,0,1,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,has,1,28,,,,,,,,1,,1,,,,,,,,,4,2,1,7,1,2,,,1,1,2,6
6/9/16 21:26,6/9/16 21:27,1,0,0,1,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is a democracy and shows every sign that it will remain a democracy,does not have,1,23,,,,,,,,1,,1,,,,,,,,,4,2,2,6,3,,,2,2,1,1,4
6/9/16 21:24,6/9/16 21:27,1,0,1,1,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is a democracy and shows every sign that it will remain a democracy,has,1,29,,,,,,,,1,,1,,,,,,,,,4,2,1,6,3,,,2,1,1,1,5
6/9/16 21:24,6/9/16 21:27,1,0,1,0,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is not a democracy and shows no sign of becoming a democracy,has,1,34,,,,,,,,1,,1,,,,,,,,,3,2,4,7,1,2,,,2,3,1,5
6/9/16 21:20,6/9/16 21:28,1,0,0,0,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,35,,,,,,,,1,,1,,,,,,,,,2,2,1,7,1,2,,,2,2,2,3
6/9/16 21:22,6/9/16 21:28,1,0,1,0,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is not a democracy and shows no sign of becoming a democracy,has,1,43,,,,,,,,1,,1,,,,,,,,,5,1,2,7,3,,,2,1,3,1,3
6/9/16 21:25,6/9/16 21:28,1,0,1,0,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is not a democracy and shows no sign of becoming a democracy,has,1,29,,,,,,,,1,,1,,,,,,,,,5,2,2,7,1,1,,,2,1,1,5
6/9/16 21:24,6/9/16 21:28,1,0,1,0,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is not a democracy and shows no sign of becoming a democracy,has,1,26,,,,,,,,1,,1,,,,,,,,,2,3,1,6,2,,2,,1,1,1,5
6/9/16 21:24,6/9/16 21:28,1,0,1,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,has,1,44,,,,,,,,1,,1,,,,,,,,,4,1,1,4,3,,,1,1,1,1,4
6/9/16 21:25,6/9/16 21:28,1,0,1,0,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is not a democracy and shows no sign of becoming a democracy,has,1,34,,,,,,,,1,,1,,,,,,,,,5,2,3,7,1,2,,,1,1,1,2
6/9/16 21:23,6/9/16 21:28,1,0,0,1,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is a democracy and shows every sign that it will remain a democracy,does not have,1,52,,,,,,,,1,,1,,,,,,,,,2,2,1,7,1,2,,,2,1,1,4
6/9/16 21:24,6/9/16 21:28,1,0,1,1,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is a democracy and shows every sign that it will remain a democracy,has,1,26,,,,,,,,1,,1,,,,,,,,,5,3,1,6,2,,2,,2,1,2,3
6/9/16 21:25,6/9/16 21:28,1,0,0,1,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is a democracy and shows every sign that it will remain a democracy,does not have,1,30,,,,,,,,1,,1,,,,,,,,,4,1,3,7,1,1,,,2,1,1,6
6/9/16 21:18,6/9/16 21:28,1,0,1,0,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is not a democracy and shows no sign of becoming a democracy,has,1,62,,,,,,,,1,,1,,,,,,,,,5,2,2,7,1,1,,,2,1,9,3
6/9/16 21:24,6/9/16 21:28,1,0,0,1,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is a democracy and shows every sign that it will remain a democracy,does not have,1,30,,,,,,,,1,,1,,,,,,,,,5,2,2,7,3,,,2,2,1,1,5
6/9/16 21:24,6/9/16 21:28,1,0,0,0,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is not a democracy and shows no sign of becoming a democracy,does not have,1,43,,,,,,,,1,,1,,,,,,,,,1,1,1,5,2,,1,,1,1,1,2
6/9/16 21:26,6/9/16 21:28,1,0,0,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,27,,,,,,,,1,,1,,,,,,,,,4,3,2,6,2,,1,,1,1,1,5
6/9/16 21:24,6/9/16 21:28,1,0,0,0,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,28,,,,,,,,1,,1,,,,,,,,,2,3,3,7,1,2,,,1,1,2,6
6/9/16 21:23,6/9/16 21:28,1,0,0,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,39,,,,,,,,1,,1,,,,,,,,,2,3,3,6,3,,,2,1,1,9,5
6/9/16 21:25,6/9/16 21:28,1,0,1,1,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is a democracy and shows every sign that it will remain a democracy,has,1,53,,,,,,,,1,,1,,,,,,,,,4,3,2,7,2,,1,,2,1,2,5
6/9/16 21:26,6/9/16 21:28,1,0,0,0,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,26,,,,,,,,1,,1,,,,,,,,,2,2,2,6,2,,2,,2,1,1,5
6/9/16 21:25,6/9/16 21:28,1,0,1,1,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is a democracy and shows every sign that it will remain a democracy,has,1,22,,,,,,,,1,,1,,,,,,,,,4,1,1,7,1,1,,,2,4,1,5
6/9/16 21:18,6/9/16 21:28,1,0,0,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,59,,,,,,,,1,,1,,,,,,,,,2,2,1,7,2,,2,,2,1,9,2
6/9/16 21:26,6/9/16 21:28,1,0,0,1,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is a democracy and shows every sign that it will remain a democracy,does not have,1,25,,,,,,,,1,,1,,,,,,,,,5,1,2,7,1,1,,,2,4,1,6
6/9/16 21:25,6/9/16 21:28,1,0,1,1,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is a democracy and shows every sign that it will remain a democracy,has,1,51,,,,,,,,,,,,1,,,,,,,4,3,1,7,3,,,2,2,1,1,2
6/9/16 21:25,6/9/16 21:28,1,0,0,1,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is a democracy and shows every sign that it will remain a democracy,does not have,1,34,,,,,,,,1,,1,,,,,,,,,5,2,4,7,1,1,,,1,4,1,5
6/9/16 21:22,6/9/16 21:28,1,0,1,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,has,1,47,,,,,,,,1,,1,,,,,,,,,1,3,4,6,1,2,,,1,1,9,2
6/9/16 21:26,6/9/16 21:28,1,0,1,0,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is not a democracy and shows no sign of becoming a democracy,has,1,28,,,,,,,,1,,,,,,,,,,,5,2,4,6,1,2,,,2,1,1,5
6/9/16 21:23,6/9/16 21:28,1,0,1,1,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is a democracy and shows every sign that it will remain a democracy,has,1,37,,,,,,,,,,,,1,,,,,,,3,3,2,7,3,,,2,2,4,1,6
6/9/16 21:23,6/9/16 21:28,1,0,1,1,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is a democracy and shows every sign that it will remain a democracy,has,1,39,,,,,,,,1,,1,,,,,,,,,2,4,2,6,3,,,2,2,1,9,3
6/9/16 21:22,6/9/16 21:28,1,0,1,1,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is a democracy and shows every sign that it will remain a democracy,has,1,26,,,,,,,,1,,1,,,,,,,,,4,4,4,4,1,2,,,1,6,9,5
6/9/16 21:26,6/9/16 21:28,1,0,1,1,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is a democracy and shows every sign that it will remain a democracy,has,1,27,,,,,,,,,,,,,,,,,,1,2,1,3,5,1,2,,,1,1,1,4
6/9/16 21:26,6/9/16 21:28,1,0,1,0,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is not a democracy and shows no sign of becoming a democracy,has,1,58,,,,,,,,1,,1,,,,,,,,,3,2,1,7,2,,2,,2,1,1,3
6/9/16 21:26,6/9/16 21:28,1,0,1,1,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is a democracy and shows every sign that it will remain a democracy,has,1,47,,,,,,,,1,,1,,,,,,,,,5,1,6,7,3,,,2,1,1,1,2
6/9/16 21:25,6/9/16 21:28,1,0,1,0,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is not a democracy and shows no sign of becoming a democracy,has,1,33,,,,,,,,1,,1,,,,,,,,,1,2,4,2,2,,1,,1,1,1,4
6/9/16 21:24,6/9/16 21:28,1,0,1,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,has,1,40,,,,,,,,1,,1,,,,,,,,,4,2,4,7,1,2,,,1,2,1,5
6/9/16 21:23,6/9/16 21:28,1,0,1,0,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is not a democracy and shows no sign of becoming a democracy,has,1,57,,,,,,,,1,,1,,,,,,,,,4,1,1,7,1,1,,,2,1,1,6
6/9/16 21:26,6/9/16 21:28,1,0,1,0,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is not a democracy and shows no sign of becoming a democracy,has,1,37,,,,,,,,1,,1,,,,,,,,,5,1,4,6,1,1,,,1,1,1,6
6/9/16 21:23,6/9/16 21:28,1,0,0,0,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is not a democracy and shows no sign of becoming a democracy,does not have,1,34,,,,,,,,1,,1,,,,,,,,,4,3,4,6,3,,,3,1,1,1,6
6/9/16 21:23,6/9/16 21:29,1,0,0,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,54,,,,,,,,1,,1,,,,,,,,,4,2,3,4,1,1,,,2,3,1,3
6/9/16 21:25,6/9/16 21:29,1,0,1,1,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is a democracy and shows every sign that it will remain a democracy,has,1,28,,,,,,,,1,,1,,,,,,,,,5,2,2,7,3,,,2,1,1,1,2
6/9/16 21:25,6/9/16 21:29,1,0,1,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,has,1,30,,,,,,,,1,,1,,,,,,,,,4,2,2,6,2,,2,,1,1,1,5
6/9/16 21:25,6/9/16 21:29,1,0,0,0,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is not a democracy and shows no sign of becoming a democracy,does not have,1,32,,,,1,,,,,,,,,,,,,,,2,1,3,7,3,,,2,1,1,1,6
6/9/16 21:26,6/9/16 21:29,1,0,1,1,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is a democracy and shows every sign that it will remain a democracy,has,1,21,,,,,,,,1,,1,,,,,,,,,2,2,1,7,1,1,,,1,3,2,3
6/9/16 21:27,6/9/16 21:29,1,0,1,1,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is a democracy and shows every sign that it will remain a democracy,has,1,32,,,,1,1,,,,,,,,,,,,,,1,2,1,5,1,1,,,2,1,1,6
6/9/16 21:26,6/9/16 21:29,1,0,1,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,has,1,25,,,,,,,,1,,1,,,,,,,,,3,2,3,7,1,2,,,1,1,9,3
6/9/16 21:27,6/9/16 21:29,1,0,1,0,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is not a democracy and shows no sign of becoming a democracy,has,1,39,,,,,,,,1,,1,,,,,,,,,4,3,2,6,3,,,3,1,1,1,3
6/9/16 21:25,6/9/16 21:29,1,0,0,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,25,,,,,,,,1,,1,,,,,,,,,2,2,4,5,3,,,1,1,4,1,5
6/9/16 21:25,6/9/16 21:29,1,0,1,1,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is a democracy and shows every sign that it will remain a democracy,has,1,42,,,,,,,,1,,1,,,,,,,,,5,1,2,7,2,,2,,2,1,4,3
6/9/16 21:26,6/9/16 21:29,1,0,1,1,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is a democracy and shows every sign that it will remain a democracy,has,1,53,,,,,,,,1,,1,,,,,,,,,4,2,3,5,3,,,2,2,1,2,4
6/9/16 21:26,6/9/16 21:29,1,0,1,1,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is a democracy and shows every sign that it will remain a democracy,has,1,35,,,,,,,,1,,1,,,,,,,,,2,1,2,2,1,1,,,2,1,1,3
6/9/16 21:26,6/9/16 21:29,1,0,1,0,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is not a democracy and shows no sign of becoming a democracy,has,1,39,,,,,,,,1,,1,,,,,,,,,3,2,1,7,2,,2,,1,4,1,5
6/9/16 21:27,6/9/16 21:29,1,0,0,1,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is a democracy and shows every sign that it will remain a democracy,does not have,1,19,,,,,,,,1,,1,,,,,,,,,4,2,3,7,3,,,2,1,3,5,3
6/9/16 21:26,6/9/16 21:29,1,0,1,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,has,1,40,,,,,,,,1,,1,,,,,,,,,5,2,3,7,4,,,2,1,1,1,7
6/9/16 21:26,6/9/16 21:29,1,0,0,1,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is a democracy and shows every sign that it will remain a democracy,does not have,1,26,,,,,,,,1,,1,,,,,,,,,4,1,4,4,3,,,3,1,4,1,4
6/9/16 21:25,6/9/16 21:29,1,0,1,1,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is a democracy and shows every sign that it will remain a democracy,has,1,33,,,,,,,,1,,1,,,,,,,,,4,2,3,5,3,,,3,1,1,1,4
6/9/16 21:20,6/9/16 21:29,1,0,0,1,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is a democracy and shows every sign that it will remain a democracy,does not have,1,57,,,,,,,,1,,1,,,,,,,,,5,1,1,2,3,,,3,1,1,9,4
6/9/16 21:27,6/9/16 21:29,1,0,0,1,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is a democracy and shows every sign that it will remain a democracy,does not have,1,31,,,,,,,,1,,1,,,,,,,,,4,1,1,3,3,,,1,1,1,9,1
6/9/16 21:27,6/9/16 21:29,1,0,0,1,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is a democracy and shows every sign that it will remain a democracy,does not have,1,33,,,,,,,,1,,1,,,,,,,,,2,1,1,7,1,1,,,1,1,9,3
6/9/16 21:25,6/9/16 21:29,1,0,0,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,24,,,,,,,,1,,1,,,,,,,,,1,2,1,7,1,1,,,1,1,1,3
6/9/16 21:25,6/9/16 21:29,1,0,0,0,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is not a democracy and shows no sign of becoming a democracy,does not have,1,24,,,,,,,,1,,1,,,,,,,,,5,3,1,7,1,1,,,2,2,1,5
6/9/16 21:26,6/9/16 21:29,1,0,1,0,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is not a democracy and shows no sign of becoming a democracy,has,1,38,,,,,,,,1,,1,,,,,,,,,1,2,4,4,3,,,2,2,1,2,3
6/9/16 21:26,6/9/16 21:29,1,0,0,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,19,,,,1,1,,,,,,,,,,,1,,,4,1,1,7,1,1,,,2,6,5,3
6/9/16 21:26,6/9/16 21:29,1,0,0,1,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is a democracy and shows every sign that it will remain a democracy,does not have,1,36,,,,,,,,1,,1,,,,,,,,,2,1,3,7,1,2,,,2,1,1,5
6/9/16 21:25,6/9/16 21:29,1,0,1,0,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is not a democracy and shows no sign of becoming a democracy,has,1,35,,,,,,,,1,,1,,,,,,,,,2,3,3,6,2,,2,,2,1,1,6
6/9/16 21:27,6/9/16 21:29,1,0,0,1,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is a democracy and shows every sign that it will remain a democracy,does not have,1,28,,,,,,,,1,,1,,,,,,,,,3,2,4,4,3,,,3,1,4,1,4
6/9/16 21:24,6/9/16 21:29,1,0,0,1,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is a democracy and shows every sign that it will remain a democracy,does not have,1,32,,,,,,,,1,,1,,,,,,,,,4,4,1,7,4,,,3,1,1,1,2
6/9/16 21:27,6/9/16 21:29,1,0,0,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,27,,,,,,,,1,,1,,,,,,,,,3,1,2,7,1,1,,,2,5,4,3
6/9/16 21:26,6/9/16 21:29,1,0,0,0,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is not a democracy and shows no sign of becoming a democracy,does not have,1,25,,,,,1,,,1,,,,,,,,,,,2,2,4,3,3,,,2,1,1,9,3
6/9/16 21:23,6/9/16 21:29,1,0,0,0,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is not a democracy and shows no sign of becoming a democracy,does not have,1,33,,,,,,,,1,,1,,,,,,,,,1,1,1,7,1,1,,,1,1,2,1
6/9/16 21:27,6/9/16 21:30,1,0,1,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,has,1,24,,,,,,,,1,,1,,,,,,,,,2,3,1,7,3,,,3,1,3,5,3
6/9/16 21:27,6/9/16 21:30,1,0,0,0,0,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,46,,,,1,,,,,,,,,,,,,,,1,1,1,7,3,,,2,2,1,2,3
6/9/16 21:23,6/9/16 21:30,1,0,0,1,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is a democracy and shows every sign that it will remain a democracy,does not have,1,53,,,,,,,,1,,1,,,,,,,,,5,2,3,7,3,,,3,2,1,2,6
6/9/16 21:27,6/9/16 21:30,1,0,1,1,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is a democracy and shows every sign that it will remain a democracy,has,1,43,,,,,,,,1,,1,,,,,,,,,4,2,1,6,1,2,,,2,4,1,5
6/9/16 21:28,6/9/16 21:30,1,0,1,1,1,1,The country has stated that it is seeking nuclear weapons to aid in a conflict with another country in the region,has,is a democracy and shows every sign that it will remain a democracy,has,1,29,,,,,,,,1,,1,,,,,,,,,5,3,1,7,2,,2,,1,1,1,4
6/9/16 21:27,6/9/16 21:30,1,0,1,1,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is a democracy and shows every sign that it will remain a democracy,has,1,27,,,,,,,,,,,,,,,,,,1,5,1,2,6,1,2,,,1,1,1,3
6/9/16 21:26,6/9/16 21:30,1,0,0,0,0,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",does not have,is not a democracy and shows no sign of becoming a democracy,does not have,1,25,,,,,,,,1,,1,,,,,,,,,2,1,1,6,2,,1,,1,1,1,5
6/9/16 21:27,6/9/16 21:30,1,0,1,0,1,0,"The country劌製 motives remain unclear, but if it builds nuclear weapons, it will have the power to blackmail or destroy other countries",has,is not a democracy and shows no sign of becoming a democracy,has,1,40,,,,,,,,1,,1,,,,,,,,,3,1,2,7,1,1,,,2,1,1,3
